Name,Symptoms
Fainting,"dizziness, cold skin and sweating, feeling warm or hot, feeling sick, changes to your vision"
Chronic Knee Pain,"persistent knee pain, stiffness, swelling, limited range of motion"
Group B strep,"being floppy or not responding normally, very fast or slow breathing, an unusually high or low temperature, changes in their skin colour or blotchy skin, not feeding well or vomiting milk up, an unusually fast or slow heart rate"
Balanitis,"pain when peeing, a thick discharge that comes from under your foreskin, bleeding around your foreskin, an unpleasant smell"
Non alcoholic fatty liver disease (NAFLD),"extreme tiredness, unexplained weight loss, weakness"
Esophageal Varices,"swollen blood vessels in the esophagus, vomiting blood, black, tarry stools"
Scurvy,"fatigue, swollen and bleeding gums, joint pain"
Impulse Control Disorder,"impulsive behaviors (e.g., gambling, stealing), difficulty resisting urges"
Malaria,"a high temperature, sweats and chills, headaches and feeling confused, feeling very tired and sleepy (especially in children), feeling and being sick, tummy pain and diarrhoea, loss of appetite, muscle pains, yellow skin or whites of the eyes, a sore throat, cough and difficulty breathing"
Mitral Valve Disease,"fatigue, shortness of breath, heart palpitations"
Hydrocephalus,"headache, being sick, blurred vision, difficulty walking"
Abscess of Nose,"pain, swelling, redness, discharge from the nose"
Vitiligo,"mouth and eyes, fingers and wrists, armpits, groin, genitals, inside your mouth"
Uveitis,"eye pain, which may feel worse when you're reading, red or watery eyes, reduced or blurred vision, sensitivity to light"
Osteoporosis,"fragile bones, loss of height over time, back pain, fractures"
Jet lag,"difficulty sleeping at bedtime and waking up in the morning, tiredness and exhaustion, difficulty staying awake during the day, poor sleep quality, concentration and memory problems"
Gangrene,swelling of the skin in the affected area
Early or premature menopause,"hot flushes and night sweats, vaginal dryness, difficulty sleeping, low mood or anxiety, reduced sex drive, problems with memory or concentration"
Asthma,"recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise"
Bell Palsy,"facial weakness or paralysis, drooping of the mouth or eyelid"
Rheumatic fever,"a high temperature, pain in your chest, breathlessness and a fast heart rate, jerky, uncontrollable movements in your hands, feet and face, tiny bumps under your skin"
Parkinson Disease,"tremors, stiffness, slowness of movement"
Fracture,"pain, swelling, bruising, deformity, difficulty moving, loss of function"
Retinal Detachment,"floaters (spots or cobweb-like shapes in vision), flashes of light, curtain-like shadow over vision, sudden vision loss"
Chickenpox,"a high temperature, aches and pains, and generally feel unwell, loss of appetite"
Benzodiazepine Use Disorder,"sedation, relaxation, reduced anxiety, drowsiness, poor coordination, memory impairment, withdrawal symptoms (such as rebound anxiety, insomnia, tremors) when attempting to stop or reduce benzodiazepine use, continued use despite negative consequences (such as relationship problems, health risks)"
Pulmonary hypertension,"shortness of breath, tiredness, feeling faint or dizzy, chest pain (angina), a racing heartbeat (palpitations), swelling (oedema) in the legs, ankles, feet or tummy (abdomen)"
Anal cancer,"bleeding from your bottom, itching andpain around your anus, small lumps around and inside your bottom, a discharge of mucus from your bottom, having problems controlling when you poo (bowel incontinence), needing to poo often with looser, runnier poos"
Drug Abuse (Cocaine),"euphoria, increased energy, dilated pupils, rapid heart rate, high blood pressure, risk of heart attack or stroke"
Alcohol Use Disorder,"cravings for alcohol, inability to control or limit alcohol consumption, withdrawal symptoms (such as tremors, anxiety, sweating) when attempting to stop or reduce alcohol use, continued use despite negative consequences (such as relationship problems, health issues), neglecting responsibilities, tolerance to alcohol"
Broken hip,"pain in the hip or upper leg, swelling and bruising around your hip and upper leg, difficulty moving your hip and leg"
Gender dysphoria,"low selfesteem, becoming withdrawn or socially isolated, depression or anxiety, taking unnecessary risks, neglecting themselves"
Brain aneurysm,"a stiff neck, sickness and vomiting, pain on looking at light"
Hemolytic Anemia,"fatigue, weakness, pale skin, shortness of breath, jaundice"
Bulimia Nervosa,recurrent episodes of binge eating followed by purging behaviors
Supraventricular tachycardia (SVT),"have chest pain or discomfort, feel weak, breathless, lightheaded or dizzy, feel tired"
Urinary tract infections (UTIs),"pain or a burning sensation when peeing (dysuria), needing to pee more often than usual, needing to pee suddenly or more urgently than usual, pee that looks cloudy, blood in your pee, a high temperature, or feeling hot and shivery, a very low temperature below 36c"
Phaeochromocytoma,"headaches, heavy sweating, heart palpitations, high blood pressure, a pale face, feeling or being sick, feeling anxious or panicky, shakiness (tremor)"
Cancer,"a lump that suddenly appears on your body, unexplained bleeding, changes to your bowel habits, cancerous health conditions"
Urethritis,"pain or a burning feeling when you pee, white or cloudy discharge from the vagina or penis, an irritated or sore tip of the penis"
Cannabis Use Disorder,"increased appetite, relaxation, altered perception of time, impaired memory and concentration, bloodshot eyes, anxiety or paranoia (in some individuals), withdrawal symptoms (such as irritability, insomnia) when attempting to stop or reduce cannabis use, continued use despite negative consequences (such as relationship problems, job difficulties)"
Orf,"a high temperature, general tiredness (fatigue)"
Lateral Epicondylitis (Tennis Elbow),"pain or tenderness on the outer side of the elbow, weak grip strength, difficulty with forearm movements"
Hidradenitis suppurativa (HS),"around the groin and genitals, in the armpits, on the bottom and around the anus, below the breasts"
Acute myeloid leukaemia,"looking pale or washed out, feeling tired or weak, breathlessness, frequent infections, losing weight without trying to"
Mouth ulcers,"painful, red or swollen joints"
Presbycusis,"gradual hearing loss, difficulty hearing high-pitched sounds, speech sounds muffled or unclear"
Pudendal neuralgia,"genitals (your vagina, vulva and clitoris or penis and scrotum), bottom and anus, perineum (the area between your genitals and anus), pelvis"
Kidney infection,"a high temperature, feeling or being sick, pain in your lower back or side, diarrhoea, aching muscles and flulike symptoms, pain, burning or stinging when you pee, needing to pee more often and urgently than usual, pee that's dark or cloudy, wetting the bed or themselves, being drowsy"
Varicose eczema,"itchy and swollen, dry and flaky, scaly, crusty or blistered, tender and tight skin that can eventually become hardened (lipodermatosclerosis), small, white scars (atrophie blanche), pain, eczema affecting other parts of the body"
Rheumatoid Arthritis,"joint pain, stiffness, swelling, fatigue, loss of appetite"
Vitreous Hemorrhage,"floaters in vision, blurry vision, eye pain"
Mucoepidermoid carcinoma,"lump, swelling, difficulty, pain when swallowing and speaking, facial weakness, facial paralysis"
Chronic Headache,"persistent head pain, tension in neck and shoulders"
Exfoliation Glaucoma,"elevated intraocular pressure, visual field loss"
High blood sugar (hyperglycaemia),"feeling very thirsty, peeing a lot, feeling weak or tired, blurred vision, losing weight"
Hallucinogen Use Disorder,"altered perception of reality, visual or auditory hallucinations, changes in sensory experiences, introspective thoughts, feelings of connection or disconnection, anxiety or paranoia (in some individuals), flashbacks (in some individuals)"
Opioid Use Disorder,"compulsive use of opioids, strong desire or cravings for opioids, inability to control or reduce opioid use, withdrawal symptoms (such as nausea, muscle aches, anxiety) when attempting to stop or reduce use, tolerance to opioids, continued use despite negative consequences (such as legal issues, health problems)"
Injury to Internal Organ,"abdominal pain, bleeding, organ dysfunction"
Fibromyalgia,"increased sensitivity to pain, muscle stiffness, headaches, feelings of frustration, worry or low mood"
Hypercholesterolemia,"high levels of cholesterol in the blood, fatty deposits (xanthomas) on the skin or tendons, chest pain or angina, heart attacks, strokes"
Syringomyelia,"muscle weakness, loss of sensation, chronic pain"
Atrophic vaginitis,"vaginal dryness, vaginal burning, frequent urination, urinary tract infections, painful intercourse"
Huntington Disease,"motor, cognitive, and psychiatric symptoms"
Avoidant/Restrictive Food Intake Disorder (ARFID),"avoidance or restriction of certain foods or entire food groups, significant weight loss or failure to gain weight"
Schistosomiasis (bilharzia),"a high temperature (fever), an itchy, red, blotchy and raised rash, acough, diarrhoea, muscle andjoint pain, tummy pain, a general sense of feeling unwell, term problems"
Ethylene glycol poisoning-3,"decreased urine output, swelling in the legs and ankles, and signs of fluid overload, severe kidney damage"
Von Hippel-Lindau Disease,"hemangioblastomas (tumors in the brain, spinal cord, or other organs), retinal angiomas (abnormal blood vessel growth in the retina), renal cell carcinomas (kidney tumors), pheochromocytomas (adrenal gland tumors), pancreatic cysts/tumors, other tumors or cysts"
Anemia due to Malignancy,"fatigue, weakness, shortness of breath, pale skin"
Hydronephrosis,blood in your urine
Alcohol misuse,"hand tremors  the shakes, sweating, seeing things that are not real (visualhallucinations), depression, anxiety, difficulty sleeping(insomnia)"
Mouth cancer,"a red or white patch inside your mouth, a lump inside your mouth or on your lip, pain inside your mouth, difficulty swallowing, difficulty speaking or a hoarse (croaky) voice, a lump in your neck or throat, losing weight without trying"
Varicose veins,"pain, aching or a feeling of heaviness, swollen ankles or legs"
Perforated eardrum,"ear infection, injury (such as getting hit on your ear), loud noise"
Labyrinthitis and vestibular neuritis,"dizzinessor feeling that everything around you is spinning (vertigo), feeling or being sick, hearing loss, ringing in your ears (tinnitus)"
Food allergy,"feeling dizzy or lightheaded, itchy skin or a raised rash (hives), swelling of the lips, face and eyes (angioedema), coughing, wheezing, breathlessness, noisy breathing or a hoarse voice, sneezing or an itchy, runny or blocked nose, feeling sick or being sick, tummy pain, diarrhoea"
PSA test,"blood in your pee, problems getting or keeping an erection"
Hypertensive Heart Disease,"high blood pressure, chest pain or discomfort, shortness of breath, fatigue"
Sinusitis (sinus infection),"pain, swelling and tenderness around your cheeks, eyes or forehead, a blocked or runny nose, a reduced sense of smell, green or yellow mucus from your nose, a high temperature"
Recurrent salivary stones,frequent episodes of stone formation
Sleep apnoea,"your breathing stops and starts while you sleep, you make gasping, snorting or choking noises while you sleep, you always feel very tired during the day"
Cat Scratch Disease,"swollen lymph nodes, fever, fatigue, headache, rash"
Migraine,"feeling very tired and yawning a lot, craving certain foods or feeling thirsty, changes in your mood, a stiff neck, peeing more"
Extrapyramidal Effect of Drugs,"muscle stiffness, tremors, involuntary movements"
Cushing's syndrome,"low sex drive (loss of libido), changes in mood, such as feeling irritable, anxious or depressed, irregular periods or periods stopping completely, excessive hair growth (hirsutism)"
Anal Fissure,"pain during bowel movements, rectal bleeding"
Cavernous sinus thrombosis,"a sharp and severeheadache, particularly around the eye, swelling and bulging of the eye(s) and the surrounding tissues, eye pain that's often severe, double vision, a high temperature"
Polio,"like symptoms, such as, a high temperature, extreme tiredness (fatigue), headaches, being sick (vomiting), a stiff neck, muscle pain"
Brugada syndrome,"faintingor blackouts, feeling dizzy or lightheaded, heart palpitations, seizures or fits, shortness of breath"
Vaginitis,"an itchy or sore vagina, vaginal dischargethat's a different colour, smell or thickness to usual, vaginal dryness, pain when peeing or having sex, light vaginal bleeding or spotting, sore, swollen or cracked skin around your vagina"
Nasal polyps,"a blocked nose, a runny nose, a reduced sense of smell or taste, snoring"
Goitre,"a cough that does not go away, a hoarse voice or voice changes, feeling like something is stuck in your throat, a wheezing noise when you breathe, finding it hard to swallow or breathe"
Yellow fever,"high temperature, headache, feeling or being sick, aches and pains, loss of appetite, feeling generally unwell, yellowing of your skin and eyes (jaundice), dark pee, stomach pain"
Complex regional pain syndrome,"joint stiffness and swelling in the affected limb (oedema), tremors and muscle spasms (dystonia), difficulty moving the affected body part, difficulty sleeping (insomnia), skin infections and open sores (ulcers), muscle atrophy, where the muscles begin to waste away"
Magnesium Deficiency,"muscle twitches or cramps, fatigue, weakness, loss of appetite, nausea, vomiting, irritability, mental confusion, irregular heartbeat, tingling or numbness, personality changes, seizures"
What is AMD? Age related macular degeneration (AMD),"seeing straight lines as wavy or crooked, being sensitive to bright light, seeing flickering or flashing lights, seeing things that are not there (hallucinations)"
Pulmonary Fibrosis,"shortness of breath, dry cough, fatigue"
Bowen's disease,"scaly or crusty, flat or raised, up to a few centimetres across, itchy (but not all the time)"
Cholera,"having lots of watery diarrhoea, feeling sick or being sick, tummy pain, dehydration"
Joint hypermobility syndrome,"often get tired, even after rest, keep getting pain and stiffness in your joints or muscles, keep getting sprains and strains, keep dislocating your joints (they pop out), have poor balance or coordination, have thin, stretchy skin, have bladder or bowel problems"
Urinary Tract Infection (UTI),"frequent urination, burning sensation during urination, cloudy or bloody urine, pelvic pain"
Tetanus,"difficulty breathing, swallowing problems, a high temperature, sweating, a fast heartbeat, fits (seizures)"
Charcot Marie Tooth disease,appearing unusually clumsy and accidentprone for their age
